id,pr_id,material_id,quantity,unit_price,service_code,description,line_status,quality_flags
1207,507,183,7.0,6034.31,,"Pillow Block Bearing Unit UCP235, 35mm shaft",OPEN,MISSING_SERVICE_CODE
1208,507,84,6.0,80798.81,,"SAG Mill Liner Plate, shell, chrome-moly steel",OPEN,
1209,508,109,3.0,5399.47,,"Troughing Idler Set, 1200mm belt width, 3-roll",OPEN,
1210,508,184,7.0,40155.65,,"Diaphragm Dosing Pump Head Assembly, Medium duty",OPEN,
1211,508,98,4.0,15029.35,,"Level Transmitter, ultrasonic, 0-15m range",OPEN,
1212,508,36,10.0,128280.6,,"SAG Mill Liner Plate, head, chrome-moly steel",OPEN,
1213,508,52,1.0,95071.36,,"Jaw Crusher Fixed Jaw Plate, high-manganese, manganese steel",OPEN,
1214,508,57,18.0,2498.76,,"Conveyor Belt, steel cord, 800mm width",OPEN,
1215,508,110,18.0,3467.87,,"Deep Groove Ball Bearing 6220-2RS, 20mm bore",OPEN,
1216,508,129,13.0,271848.18,,"Slip Ring Induction Motor, 11kW, 6-pole",OPEN,
1217,508,86,16.0,262689.23,,"Slip Ring Induction Motor, 7.5kW, 6-pole",OPEN,
1218,508,39,5.0,31071.81,,"Spherical Roller Bearing 22230, 30mm bore",OPEN,
1219,508,173,3.0,18985.15,,"Spherical Roller Bearing 22240, 40mm bore",OPEN,
1220,509,211,11.0,40843.87,SVC-INS-03,Ins Service - contracted field technician,OPEN,
1221,509,207,7.0,42108.53,SVC-REP-02,Rep Service - contracted field technician,OPEN,
1222,510,163,6.0,260896.95,,"Variable Speed Drive, 55kW",OPEN,
1223,510,93,7.0,70667.64,,"Pinch Valve, 150mm (6""), slurry service",OPEN,
1224,510,31,3.0,2136.38,,"Ball Valve, 25mm (1""), full bore, stainless trim",OPEN,
1225,510,59,1.0,61183.76,,"TEFC Induction Motor, 110kW, 4-pole, IE3",OPEN,
1226,510,191,10.0,28759.61,,"Spherical Roller Bearing 22260, 60mm bore",OPEN,
1227,510,51,16.0,341546.9,,"Mill Trunnion Bearing Liner, discharge end",OPEN,
1228,510,118,12.0,28162.65,,"Spherical Roller Bearing 22217, 17mm bore",OPEN,
1229,510,144,15.0,74731.48,,"TEFC Induction Motor, 7.5kW, 4-pole, IE3",OPEN,MISSING_SERVICE_CODE
1230,511,121,17.0,43530.18,,"Circuit Breaker, MCCB, 250A",OPEN,
1231,511,121,1.0,40149.66,,"Circuit Breaker, MCCB, 250A",OPEN,
1232,511,135,18.0,36251.7,,"Level Transmitter, ultrasonic, 0-20m range",OPEN,
1233,511,5,8.0,23711.44,,"Flow Meter, magnetic, 150mm (6"")",OPEN,
1234,511,128,16.0,7246.48,,"Spherical Roller Bearing 22290, 90mm bore",OPEN,MISSING_SERVICE_CODE
1235,512,206,1.0,6633.47,SVC-REP-01,Rep Service - contracted field technician,OPEN,
1236,512,214,9.0,15654.98,SVC-CAL-03,Cal Service - contracted field technician,OPEN,
1237,512,219,16.0,34094.39,SVC-REF-02,Ref Service - contracted field technician,OPEN,
1238,513,2,14.0,124606.41,,"Flow Meter, magnetic, 100mm (4"")",OPEN,
1239,514,40,20.0,5337.33,,"Motor Drive Coupling, elastomeric, rated for 22kW",OPEN,
1240,515,43,2.0,2919.91,,"Ball Valve, 150mm (6""), full bore, stainless trim",OPEN,
1241,515,84,4.0,80977.29,,"SAG Mill Liner Plate, shell, chrome-moly steel",OPEN,
1242,515,131,3.0,17990.98,,"Butterfly Valve, 50mm (2""), wafer type",OPEN,
1243,516,173,8.0,18339.0,,as discussed,OPEN,VAGUE_DESCRIPTION
1244,516,111,1.0,3775.37,,"Tapered Roller Bearing 32040, 40mm bore",OPEN,
1245,516,73,3.0,64391.2,,"Flotation Cell Impeller, medium cell, rubber coated",OPEN,
1246,517,175,2.0,2475.85,,"Impact Idler, 650mm belt width, rubber disc",OPEN,
1247,517,114,7.0,8603.69,,"Tapered Roller Bearing 32090, 90mm bore",OPEN,
1248,517,131,4.0,15891.45,,"Butterfly Valve, 50mm (2""), wafer type",OPEN,
1249,518,28,14.0,139986.98,,"Variable Speed Drive, 30kW",OPEN,
1250,519,194,15.0,109178.84,,"Flow Meter, magnetic, 25mm (1"")",OPEN,
1251,520,135,4.0,39487.73,,"Level Transmitter, ultrasonic, 0-20m range",OPEN,
1252,520,13,11.0,24299.61,,"Vertical Sump Pump Shaft Assembly, Heavy duty slurry",OPEN,
1253,521,218,18.0,15937.79,SVC-REF-01,Ref Service - contracted field technician,OPEN,
1254,521,216,19.0,25357.6,,Ins Service - contracted field technician,OPEN,MISSING_SERVICE_CODE
1255,521,213,15.0,33283.49,SVC-CAL-02,spares as required,OPEN,VAGUE_DESCRIPTION
1256,522,56,16.0,4822.48,,"MCC Contactor, 225A, 3-pole",OPEN,
1257,523,207,4.0,43176.91,,Rep Service - contracted field technician,OPEN,MISSING_SERVICE_CODE
1258,523,208,18.0,10117.01,SVC-REP-03,Rep Service - contracted field technician,OPEN,
1259,523,213,11.0,29608.16,SVC-CAL-02,Cal Service - contracted field technician,OPEN,
1260,524,102,9.0,151667.51,,spares as required,OPEN,VAGUE_DESCRIPTION
1261,524,116,20.0,125661.38,,"Slip Ring Induction Motor, 55kW, 6-pole",OPEN,
1262,524,126,7.0,4874.02,,"Gland Packing Set, shaft 80mm, PTFE impregnated",OPEN,
1263,525,6,17.0,17555.69,,"MCC Contactor, 95A, 3-pole",OPEN,
1264,526,205,7.0,44967.58,,"Centrifugal Slurry Pump Casing Liner, Light duty",OPEN,
1265,526,124,20.0,104863.51,,items per attached list,OPEN,VAGUE_DESCRIPTION
1266,526,200,15.0,26622.56,,"Froth Paddle Assembly, small cell",OPEN,
1267,526,100,4.0,129549.16,,"Variable Speed Drive, 75kW",OPEN,
1268,526,37,20.0,70601.5,,"Centrifugal Slurry Pump Impeller, Low-flow metering, hard metal",OPEN,
1269,527,153,9.0,119718.4,,"Density Meter, nuclear, 40mm (1.5"") pipe",OPEN,
1270,528,3,9.0,31595.1,,"Variable Speed Drive, 11kW",OPEN,
1271,529,2,10.0,129088.13,,"Flow Meter, magnetic, 100mm (4"")",OPEN,
1272,529,27,17.0,2335.01,,"Gland Packing Set, shaft 50mm, PTFE impregnated",OPEN,
1273,530,151,6.0,23416.63,,"Mechanical Seal, shaft 38mm, tungsten carbide faces",OPEN,
1274,530,118,19.0,33744.47,,"Spherical Roller Bearing 22217, 17mm bore",OPEN,
1275,530,51,17.0,336347.85,,"Mill Trunnion Bearing Liner, discharge end",OPEN,
1276,531,209,14.0,25247.97,SVC-INS-01,Ins Service - contracted field technician,OPEN,
1277,531,211,6.0,36595.62,SVC-INS-03,spares as required,OPEN,VAGUE_DESCRIPTION
1278,531,207,1.0,38215.92,SVC-REP-02,Rep Service - contracted field technician,OPEN,
1279,532,140,5.0,2699.29,,"Gland Packing Set, shaft 25mm, PTFE impregnated",OPEN,
1280,532,169,16.0,152396.59,,"TEFC Induction Motor, 45kW, 4-pole, IE3",OPEN,
1281,532,62,10.0,2265.87,,"Troughing Idler Set, 1400mm belt width, 3-roll",OPEN,
1282,533,220,1.0,14444.22,SVC-REF-03,Ref Service - contracted field technician,OPEN,
1283,533,218,20.0,14918.29,SVC-REF-01,Ref Service - contracted field technician,OPEN,
1284,534,208,18.0,10107.23,,Rep Service - contracted field technician,OPEN,MISSING_SERVICE_CODE
1285,534,215,18.0,27646.29,SVC-INS-01,Ins Service - contracted field technician,OPEN,
1286,535,117,7.0,23428.52,,spares as required,OPEN,VAGUE_DESCRIPTION
1287,535,146,9.0,1726.98,,"Deep Groove Ball Bearing 6260-2RS, 60mm bore",OPEN,
1288,536,138,12.0,30763.72,,"Centrifugal Slurry Pump Casing Liner, High-head",OPEN,
1289,536,122,4.0,1664.62,,"Deep Groove Ball Bearing 6240-2RS, 40mm bore",OPEN,
1290,536,149,15.0,29133.96,,"Spherical Roller Bearing 22225, 25mm bore",OPEN,
1291,537,32,14.0,293642.9,,"Variable Speed Drive, 45kW",OPEN,
1292,538,6,3.0,18353.03,,"MCC Contactor, 95A, 3-pole",OPEN,
1293,538,28,4.0,158105.01,,"Variable Speed Drive, 30kW",OPEN,
1294,538,191,15.0,29218.44,,"Spherical Roller Bearing 22260, 60mm bore",OPEN,
1295,539,1,13.0,113736.07,,"Density Meter, nuclear, 200mm (8"") pipe",OPEN,MISSING_SERVICE_CODE
1296,539,117,19.0,24694.61,,"Spherical Roller Bearing 22275, 75mm bore",OPEN,
1297,540,64,18.0,2766.41,,"Deep Groove Ball Bearing 6225-2RS, 25mm bore",OPEN,
1298,541,189,9.0,78081.3,,"Flow Meter, magnetic, 40mm (1.5"")",OPEN,
1299,541,119,5.0,3817.5,,"Tapered Roller Bearing 32017, 17mm bore",OPEN,
1300,542,217,6.0,35416.52,SVC-INS-03,Ins Service - contracted field technician,OPEN,
1301,542,208,3.0,10952.84,SVC-REP-03,Rep Service - contracted field technician,OPEN,
1302,542,206,5.0,7688.29,SVC-REP-01,Rep Service - contracted field technician,OPEN,
1303,543,211,18.0,36559.26,SVC-INS-03,Ins Service - contracted field technician,OPEN,
1304,543,207,11.0,38053.81,,Rep Service - contracted field technician,OPEN,MISSING_SERVICE_CODE
1305,543,215,6.0,28334.43,SVC-INS-01,Ins Service - contracted field technician,OPEN,
1306,544,52,2.0,82865.66,,"Jaw Crusher Fixed Jaw Plate, high-manganese, manganese steel",OPEN,
1307,544,56,17.0,4732.47,,"MCC Contactor, 225A, 3-pole",OPEN,
1308,545,12,4.0,17041.72,,"Belt Scraper Blade Set, 1600mm width, tungsten tip",OPEN,
1309,545,122,17.0,1625.09,,"Deep Groove Ball Bearing 6240-2RS, 40mm bore",OPEN,
1310,545,112,16.0,49893.87,,"Diaphragm Dosing Pump Head Assembly, Low-flow metering",OPEN,
1311,546,34,10.0,39833.94,,spares as required,OPEN,VAGUE_DESCRIPTION
1312,546,10,6.0,23925.51,,"Froth Paddle Assembly, large cell",OPEN,
1313,547,131,10.0,17895.79,,"Butterfly Valve, 50mm (2""), wafer type",OPEN,
1314,547,13,19.0,26241.14,,"Vertical Sump Pump Shaft Assembly, Heavy duty slurry",OPEN,
1315,548,57,6.0,2409.83,,"Conveyor Belt, steel cord, 800mm width",OPEN,
1316,548,47,9.0,5230.14,,"Pillow Block Bearing Unit UCP220, 20mm shaft",OPEN,
1317,548,107,9.0,50977.4,,"Knife Gate Valve, 150mm (6""), rubber lined",OPEN,
1318,549,44,16.0,193309.29,,"Density Meter, nuclear, 150mm (6"") pipe",OPEN,
1319,549,44,2.0,196646.99,,"Density Meter, nuclear, 150mm (6"") pipe",OPEN,
1320,550,64,11.0,2801.52,,"Deep Groove Ball Bearing 6225-2RS, 25mm bore",OPEN,
1321,551,185,17.0,982.84,,"Power Cable, XLPE armoured, 4-core 35mm2",OPEN,
1322,551,42,11.0,12832.22,,"MCC Contactor, 65A, 3-pole",OPEN,
1323,551,168,1.0,7147.83,,"Circuit Breaker, MCCB, 1000A",OPEN,
1324,552,4,2,1964.24,,"Gland Packing Set, shaft 100mm, PTFE impregnated",CLOSED,
1325,553,24,4,54913.26,,"Seal Support System, API Plan 32, shaft 80mm",CLOSED,
1326,554,1,1,131539.76,,"Density Meter, nuclear, 200mm (8"") pipe",CLOSED,
1327,555,13,1,26241.14,,"Vertical Sump Pump Shaft Assembly, Heavy duty slurry",CLOSED,
1328,556,3,3,35390.72,,"Variable Speed Drive, 11kW",CLOSED,
1329,557,12,6.0,17041.72,,"Belt Scraper Blade Set, 1600mm width, tungsten tip",CLOSED,
1330,558,1,1,131539.76,,"Density Meter, nuclear, 200mm (8"") pipe",CLOSED,
1331,559,4,1,1964.24,,"Gland Packing Set, shaft 100mm, PTFE impregnated",CLOSED,
