recommendation_id,Matnr,Werks,material_description,criticality,demand_pattern,consumptions_12m,lead_time_days,current_rop,recommended_rop,current_safety_stock,recommended_safety_stock,current_max_stock,recommended_max_stock,recommendation_type,reason,status,created_on
REC-000085,000000000010000054,1000,Hydraulic Power Pack TYPE B MULTOTEC,INSURANCE,INTERMITTENT,4,94,4.119,5.700,2.248,3.100,11.872,8.200,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.8 per month over 24 months with a 94-day lead time gives a reorder point of 5.7 against the current 4.119.,PROPOSED,2026-08-07
REC-000086,000000000010000055,2000,Level Radar Transmitter HD SEW,NORMAL,INTERMITTENT,5,28,5.507,3.100,3.356,1.900,9.402,7.100,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.3 per month over 24 months with a 28-day lead time gives a reorder point of 3.1 against the current 5.507.,APPROVED,2026-07-28
REC-000087,000000000010000055,1000,Level Radar Transmitter HD SEW,NORMAL,INTERMITTENT,5,28,3.986,2.400,2.323,1.400,6.088,5.800,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.1 per month over 24 months with a 28-day lead time gives a reorder point of 2.4 against the current 3.986.,APPROVED,2026-05-15
REC-000088,000000000010000056,3000,Level Radar Transmitter 6/4 METSO,CRITICAL,INTERMITTENT,6,143,5.927,8.800,3.039,4.500,8.523,11.600,ROP_MAX_SAFETY_STOCK,"Stock on hand 3 is below the current reorder point 5.927. At the CRITICAL service level of 98% and a 143-day lead time, the reorder point should be 8.8.",PROPOSED,2026-08-06
REC-000089,000000000030000010,1000,Conveyor Drive Gearbox 200MM FLSM,CRITICAL,ON_DEMAND,1,140,0.000,12.200,0.000,7.600,0.000,15.200,OAR_TO_MIN_MAX,This OAR material is classified CRITICAL on the critical parts list. Recommend Min-Max management with a reorder point of 12.2 and a maximum of 15.2.,REJECTED,2026-07-21
REC-000090,000000000010000057,2000,Level Radar Transmitter 8/6 SIEMENS,IMPACT,INTERMITTENT,6,35,7.052,6.600,4.447,4.200,14.954,13.000,ROP_MAX_SAFETY_STOCK,"Stock on hand 5 is below the current reorder point 7.052. At the IMPACT service level of 95% and a 35-day lead time, the reorder point should be 6.6.",HELD,2026-05-23
REC-000091,000000000010000058,1000,Ball Mill Shell Liner Plate 150MM FLSM,CRITICAL,INTERMITTENT,8,127,6.040,4.400,2.934,2.100,8.268,6.000,ROP_MAX_SAFETY_STOCK,Stock on hand 11 exceeds the current maximum 8.268. Consumption of 0.5 per month supports a maximum of 6.,APPROVED,2026-06-03
REC-000092,000000000030000011,4000,Pressure Transmitter Assembly HD,IMPACT,ON_DEMAND,2,23,0.000,3.400,0.000,2.400,0.000,7.400,OAR_TO_MIN_MAX,This OAR material is classified IMPACT on the critical parts list. Recommend Min-Max management with a reorder point of 3.4 and a maximum of 7.4.,HELD,2026-08-26
REC-000093,000000000010000059,3000,Conveyor Take-Up Pulley 10/8 SIEMENS,NORMAL,INTERMITTENT,6,60,5.301,2.900,2.213,1.200,5.301,5.500,ROP_MAX_SAFETY_STOCK,"Stock on hand 4 is below the current reorder point 5.301. At the NORMAL service level of 85% and a 60-day lead time, the reorder point should be 2.9.",PROPOSED,2026-06-07
REC-000094,000000000010000059,2000,Conveyor Take-Up Pulley 10/8 SIEMENS,NORMAL,INTERMITTENT,7,60,5.331,8.200,2.125,3.300,21.278,15.700,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 2.5 per month over 24 months with a 60-day lead time gives a reorder point of 8.2 against the current 5.331.,PROPOSED,2026-07-01
REC-000095,000000000080000019,3000,Valve Assembly 200MM MULTOTEC,CRITICAL,INTERMITTENT,3,108,18.888,16.100,11.432,9.700,25.668,21.500,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.8 per month over 24 months with a 108-day lead time gives a reorder point of 16.1 against the current 18.888.,APPROVED,2026-07-14
REC-000096,000000000080000019,1000,Valve Assembly 200MM MULTOTEC,CRITICAL,INTERMITTENT,5,108,23.544,16.500,14.259,10.000,25.583,22.000,ROP_MAX_SAFETY_STOCK,Stock on hand 26 exceeds the current maximum 25.583. Consumption of 1.8 per month supports a maximum of 22.,HELD,2026-07-22
REC-000097,000000000010000062,2000,Skirt Rubber Liner Section 10/8 SEW,CRITICAL,REGULAR,12,125,168.294,124.800,30.736,22.800,357.204,199.300,ROP_MAX_SAFETY_STOCK,"Stock on hand 118 is below the current reorder point 168.294. At the CRITICAL service level of 98% and a 125-day lead time, the reorder point should be 124.8.",PROPOSED,2026-06-16
REC-000098,000000000080000020,1000,Vertical Sump Pump Column DN150 KSB,CRITICAL,INTERMITTENT,5,111,12.605,8.200,6.766,4.400,12.605,11.300,ROP_MAX_SAFETY_STOCK,Stock on hand 14 exceeds the current maximum 12.605. Consumption of 1.0 per month supports a maximum of 11.3.,PROPOSED,2026-08-26
REC-000099,000000000010000065,4000,Belt Scraper Blade Cartridge 250MM WEIR,NORMAL,SLOW,3,8,0.762,0.500,0.626,0.400,1.204,1.500,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.3 per month over 24 months with a 8-day lead time gives a reorder point of 0.5 against the current 0.762.,PROPOSED,2026-06-17
REC-000100,000000000010000066,2000,Level Radar Transmitter 200MM SKF,CRITICAL,REGULAR,11,73,79.599,58.100,15.211,11.100,183.568,116.800,ROP_MAX_SAFETY_STOCK,Regular consumption of 19.6 per month over 24 months with a 73-day lead time gives a reorder point of 58.1 against the current 79.599.,REJECTED,2026-08-23
REC-000101,000000000010000068,3000,Ball Mill Gearbox Assembly TYPE B FLSM,CRITICAL,INTERMITTENT,8,93,8.745,11.100,4.808,6.100,13.077,16.000,ROP_MAX_SAFETY_STOCK,"Stock on hand 6 is below the current reorder point 8.745. At the CRITICAL service level of 98% and a 93-day lead time, the reorder point should be 11.1.",APPROVED,2026-07-31
REC-000102,000000000010000068,2000,Ball Mill Gearbox Assembly TYPE B FLSM,CRITICAL,INTERMITTENT,5,93,12.357,11.900,7.883,7.600,15.633,16.100,ROP_MAX_SAFETY_STOCK,Stock on hand 19 exceeds the current maximum 15.633. Consumption of 1.4 per month supports a maximum of 16.1.,APPROVED,2026-08-01
REC-000103,000000000010000070,3000,Ventilation Fan Motor TYPE B SEW,CRITICAL,INTERMITTENT,0,119,27.567,18.100,14.445,9.500,43.085,24.700,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 27.567. At the CRITICAL service level of 98% and a 119-day lead time, the reorder point should be 18.1.",APPROVED,2026-06-11
REC-000104,000000000010000071,2000,Crusher Hydroset Cylinder DN150 METSO,NORMAL,REGULAR,10,17,26.102,16.500,6.495,4.100,71.628,83.000,ROP_MAX_SAFETY_STOCK,Regular consumption of 22.2 per month over 24 months with a 17-day lead time gives a reorder point of 16.5 against the current 26.102.,APPROVED,2026-08-21
REC-000105,000000000010000072,1000,Pump Impeller 250MM SKF,NORMAL,INTERMITTENT,3,9,0.819,1.400,0.645,1.100,3.329,4.500,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 0.819. At the NORMAL service level of 85% and a 9-day lead time, the reorder point should be 1.4.",APPROVED,2026-05-21
REC-000106,000000000010000073,4000,Conveyor Drive Gearbox TYPE B SEW,CRITICAL,INTERMITTENT,5,122,5.016,4.100,2.567,2.100,5.016,5.600,ROP_MAX_SAFETY_STOCK,Stock on hand 6 exceeds the current maximum 5.016. Consumption of 0.5 per month supports a maximum of 5.6.,HELD,2026-08-31
REC-000107,000000000080000021,4000,Flow Meter Sensor Head 200MM WEIR,NORMAL,INTERMITTENT,4,47,6.895,4.400,3.941,2.500,7.015,8.000,ROP_MAX_SAFETY_STOCK,"Stock on hand 3 is below the current reorder point 6.895. At the NORMAL service level of 85% and a 47-day lead time, the reorder point should be 4.4.",REJECTED,2026-08-05
REC-000108,000000000080000021,2000,Flow Meter Sensor Head 200MM WEIR,NORMAL,INTERMITTENT,6,47,3.808,2.400,2.097,1.300,5.828,4.500,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.7 per month over 24 months with a 47-day lead time gives a reorder point of 2.4 against the current 3.808.,APPROVED,2026-08-29
REC-000109,000000000010000074,3000,Slurry Pump Wet End Assembly 10/8 ABB,IMPACT,REGULAR,12,51,81.244,65.300,13.843,11.100,218.801,162.400,ROP_MAX_SAFETY_STOCK,Regular consumption of 32.4 per month over 24 months with a 51-day lead time gives a reorder point of 65.3 against the current 81.244.,HELD,2026-05-26
REC-000110,000000000010000074,1000,Slurry Pump Wet End Assembly 10/8 ABB,IMPACT,REGULAR,11,51,73.338,81.800,13.549,15.100,224.809,201.200,ROP_MAX_SAFETY_STOCK,Regular consumption of 39.8 per month over 24 months with a 51-day lead time gives a reorder point of 81.8 against the current 73.338.,REJECTED,2026-08-03
REC-000111,000000000010000075,3000,Thickener Rake Seal Kit 10/8 ABB,IMPACT,REGULAR,11,42,38.435,56.700,12.056,17.800,129.879,141.200,ROP_MAX_SAFETY_STOCK,Regular consumption of 28.2 per month over 24 months with a 42-day lead time gives a reorder point of 56.7 against the current 38.435.,HELD,2026-07-22
REC-000112,000000000010000076,1000,Pressure Transmitter Assembly 6/4,CRITICAL,INTERMITTENT,3,115,5.879,5.700,3.792,3.700,5.879,7.300,ROP_MAX_SAFETY_STOCK,Stock on hand 6 exceeds the current maximum 5.879. Consumption of 0.5 per month supports a maximum of 7.3.,APPROVED,2026-06-29
REC-000113,000000000010000077,2000,Vertical Sump Pump Column TYPE A SIEMENS,CRITICAL,SLOW,1,127,1.127,2.300,0.785,1.600,2.892,2.800,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.2 per month over 24 months with a 127-day lead time gives a reorder point of 2.3 against the current 1.127.,HELD,2026-08-18
REC-000114,000000000010000078,1000,Valve Assembly 150MM KSB,CRITICAL,INTERMITTENT,0,105,9.607,12.800,5.609,7.500,22.049,17.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 9.607. At the CRITICAL service level of 98% and a 105-day lead time, the reorder point should be 12.8.",APPROVED,2026-07-23
REC-000115,000000000010000079,3000,Apron Feeder Gear Reducer DN150 SANDVIK,CRITICAL,INTERMITTENT,0,133,11.132,13.300,6.088,7.300,17.869,17.400,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 11.132. At the CRITICAL service level of 98% and a 133-day lead time, the reorder point should be 13.3.",APPROVED,2026-05-19
REC-000116,000000000010000081,4000,Pump Impeller DN150 KSB,CRITICAL,INTERMITTENT,5,62,7.624,9.000,4.830,5.700,22.160,13.900,ROP_MAX_SAFETY_STOCK,"Stock on hand 2 is below the current reorder point 7.624. At the CRITICAL service level of 98% and a 62-day lead time, the reorder point should be 9.",PROPOSED,2026-07-10
REC-000117,000000000010000082,1000,Valve Assembly TYPE A SIEMENS,NORMAL,SLOW,3,59,1.163,2.300,0.661,1.300,4.136,3.800,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.5 per month over 24 months with a 59-day lead time gives a reorder point of 2.3 against the current 1.163.,REJECTED,2026-08-11
REC-000118,000000000080000022,3000,Level Radar Transmitter 200MM KSB,IMPACT,INTERMITTENT,5,23,8.512,6.100,5.839,4.200,20.745,13.700,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 2.5 per month over 24 months with a 23-day lead time gives a reorder point of 6.1 against the current 8.512.,APPROVED,2026-07-11
REC-000119,000000000080000022,1000,Level Radar Transmitter 200MM KSB,IMPACT,INTERMITTENT,3,23,3.700,3.600,2.556,2.500,7.196,8.100,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.5 per month over 24 months with a 23-day lead time gives a reorder point of 3.6 against the current 3.7.,APPROVED,2026-07-28
REC-000120,000000000010000083,4000,Slurry Pump Wet End Assembly DN100 FLSM,NORMAL,REGULAR,11,37,30.323,32.900,4.144,4.500,177.121,102.900,ROP_MAX_SAFETY_STOCK,Regular consumption of 23.3 per month over 24 months with a 37-day lead time gives a reorder point of 32.9 against the current 30.323.,REJECTED,2026-09-01
REC-000121,000000000010000084,1000,Conveyor Drive Motor 6/4 WEIR,INSURANCE,SLOW,3,87,3.060,3.000,1.841,1.800,4.777,4.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 3 is below the current reorder point 3.06. At the INSURANCE service level of 90% and a 87-day lead time, the reorder point should be 3.",REJECTED,2026-07-11
REC-000122,000000000010000085,4000,Hydraulic Power Pack 200MM WEIR,INSURANCE,INTERMITTENT,5,179,1.734,3.700,0.712,1.500,5.636,4.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 1.734. At the INSURANCE service level of 90% and a 179-day lead time, the reorder point should be 3.7.",PROPOSED,2026-08-26
REC-000123,000000000010000086,1000,Flotation Blower Motor HD FLSM,CRITICAL,INTERMITTENT,7,143,4.670,4.600,2.297,2.300,8.503,6.100,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.5 per month over 24 months with a 143-day lead time gives a reorder point of 4.6 against the current 4.67.,APPROVED,2026-08-19
REC-000124,000000000010000087,1000,Crusher Main Shaft Bearing 250MM FLSM,CRITICAL,SLOW,1,92,0.757,0.800,0.645,0.700,1.438,0.900,ROP_MAX_SAFETY_STOCK,Stock on hand 2 exceeds the current maximum 1.438. Consumption of 0.0 per month supports a maximum of 0.9.,PROPOSED,2026-07-14
REC-000125,000000000010000087,4000,Crusher Main Shaft Bearing 250MM FLSM,CRITICAL,SLOW,3,92,1.830,1.900,1.336,1.400,4.238,2.400,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.2 per month over 24 months with a 92-day lead time gives a reorder point of 1.9 against the current 1.83.,PROPOSED,2026-05-24
REC-000126,000000000080000023,3000,Soft Starter Power Module 250MM SANDVIK,CRITICAL,INTERMITTENT,3,133,12.232,7.600,8.695,5.400,12.232,9.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 12 is below the current reorder point 12.232. At the CRITICAL service level of 98% and a 133-day lead time, the reorder point should be 7.6.",PROPOSED,2026-05-24
REC-000127,000000000090000003,2000,Screen Exciter Bearing HD KSB,OBSOLETE,NO_DEMAND,0,28,0.000,,0.000,,1.000,,NO_SAFETY_STOCK,Obsolete material: no safety stock recommended. Candidate for stock reduction review.,APPROVED,2026-06-19
REC-000128,000000000030000014,3000,Hydraulic Power Pack 10/8 SANDVIK,IMPACT,ON_DEMAND,2,8,0.000,2.100,0.000,1.800,0.000,5.500,OAR_TO_MIN_MAX,This OAR material is classified IMPACT on the critical parts list. Recommend Min-Max management with a reorder point of 2.1 and a maximum of 5.5.,HELD,2026-08-05
REC-000129,000000000030000014,2000,Hydraulic Power Pack 10/8 SANDVIK,IMPACT,ON_DEMAND,1,8,0.000,1.000,0.000,0.800,0.000,3.100,OAR_TO_MIN_MAX,This OAR material is classified IMPACT on the critical parts list. Recommend Min-Max management with a reorder point of 1 and a maximum of 3.1.,APPROVED,2026-07-07
REC-000130,000000000080000024,1000,Gearbox Bearing 250KW SEW,CRITICAL,INTERMITTENT,6,112,3.578,6.300,1.832,3.200,8.106,8.800,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.8 per month over 24 months with a 112-day lead time gives a reorder point of 6.3 against the current 3.578.,HELD,2026-05-22
REC-000131,000000000080000025,2000,Conveyor Drive Motor 6/4 KSB,NORMAL,INTERMITTENT,5,11,2.163,1.400,1.598,1.000,6.565,4.400,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.0 per month over 24 months with a 11-day lead time gives a reorder point of 1.4 against the current 2.163.,HELD,2026-06-21
REC-000132,000000000080000025,4000,Conveyor Drive Motor 6/4 KSB,NORMAL,INTERMITTENT,3,11,3.773,2.400,2.639,1.700,15.292,8.500,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 2.0 per month over 24 months with a 11-day lead time gives a reorder point of 2.4 against the current 3.773.,APPROVED,2026-05-16
REC-000133,000000000010000090,4000,Valve Assembly 200MM SANDVIK,CRITICAL,SLOW,2,93,4.403,2.600,2.869,1.700,5.333,3.500,ROP_MAX_SAFETY_STOCK,Stock on hand 7 exceeds the current maximum 5.333. Consumption of 0.3 per month supports a maximum of 3.5.,APPROVED,2026-05-26
REC-000134,000000000090000004,1000,Conveyor Pulley Bearing 6/4 METSO,OBSOLETE,NO_DEMAND,0,57,0.000,,0.000,,1.000,,NO_SAFETY_STOCK,Obsolete material: no safety stock recommended. Candidate for stock reduction review.,PROPOSED,2026-06-10
REC-000135,000000000090000004,3000,Conveyor Pulley Bearing 6/4 METSO,OBSOLETE,NO_DEMAND,0,57,0.000,,0.000,,1.000,,NO_SAFETY_STOCK,Obsolete material: no safety stock recommended. Candidate for stock reduction review.,APPROVED,2026-07-14
REC-000136,000000000080000026,2000,Slurry Density Transmitter 6/4 WEIR,NORMAL,INTERMITTENT,4,40,5.257,4.300,2.814,2.300,9.303,8.800,ROP_MAX_SAFETY_STOCK,"Stock on hand 2 is below the current reorder point 5.257. At the NORMAL service level of 85% and a 40-day lead time, the reorder point should be 4.3.",REJECTED,2026-06-03
REC-000137,000000000010000091,4000,Conveyor Idler Roller Set 10/8 SKF,NORMAL,INTERMITTENT,4,47,4.299,2.700,2.202,1.400,4.299,5.200,ROP_MAX_SAFETY_STOCK,Stock on hand 7 exceeds the current maximum 4.299. Consumption of 0.8 per month supports a maximum of 5.2.,PROPOSED,2026-08-22
REC-000138,000000000080000027,4000,Variable Speed Drive Unit 55KW METSO,IMPACT,INTERMITTENT,4,55,2.535,6.000,1.437,3.400,14.847,10.400,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 1.5 per month over 24 months with a 55-day lead time gives a reorder point of 6 against the current 2.535.,APPROVED,2026-06-05
REC-000139,000000000010000092,4000,Flotation Cell Impeller TYPE A KSB,IMPACT,SLOW,2,57,0.929,1.000,0.710,0.800,2.388,1.400,ROP_MAX_SAFETY_STOCK,Slow consumption of 0.1 per month over 24 months with a 57-day lead time gives a reorder point of 1 against the current 0.929.,APPROVED,2026-06-12
REC-000140,000000000010000092,3000,Flotation Cell Impeller TYPE A KSB,IMPACT,SLOW,2,57,2.437,1.500,1.658,1.000,2.437,2.200,ROP_MAX_SAFETY_STOCK,Stock on hand 3 exceeds the current maximum 2.437. Consumption of 0.2 per month supports a maximum of 2.2.,REJECTED,2026-06-12
REC-000141,000000000010000093,4000,Flotation Cell Impeller DN150 SKF,CRITICAL,INTERMITTENT,5,138,6.617,8.200,3.562,4.400,18.246,10.700,ROP_MAX_SAFETY_STOCK,Intermittent consumption of 0.8 per month over 24 months with a 138-day lead time gives a reorder point of 8.2 against the current 6.617.,PROPOSED,2026-05-17
REC-000142,000000000090000005,1000,Mill Liner 6/4 METSO,OBSOLETE,NO_DEMAND,0,55,0.000,,0.000,,1.000,,NO_SAFETY_STOCK,Obsolete material: no safety stock recommended. Candidate for stock reduction review.,PROPOSED,2026-08-31
REC-000143,000000000080000028,2000,Hydraulic Pump Assembly 150MM SEW,CRITICAL,INTERMITTENT,4,120,9.160,13.500,5.474,8.100,12.628,17.600,ROP_MAX_SAFETY_STOCK,"Stock on hand 6 is below the current reorder point 9.16. At the CRITICAL service level of 98% and a 120-day lead time, the reorder point should be 13.5.",PROPOSED,2026-08-26
REC-000144,000000000010000094,4000,Thickener Rake Seal Kit TYPE A FLSM,NORMAL,INTERMITTENT,3,33,5.446,5.100,3.115,2.900,11.826,11.100,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 5.446. At the NORMAL service level of 85% and a 33-day lead time, the reorder point should be 5.1.",PROPOSED,2026-06-14
REC-000145,000000000010000095,3000,Screen Exciter Bearing 150MM MULTOTEC,CRITICAL,INTERMITTENT,0,127,11.177,8.700,6.699,5.200,11.177,11.200,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 11.177. At the CRITICAL service level of 98% and a 127-day lead time, the reorder point should be 8.7.",APPROVED,2026-09-02
REC-000146,000000000010000095,2000,Screen Exciter Bearing 150MM MULTOTEC,CRITICAL,INTERMITTENT,0,127,4.839,9.600,2.663,5.300,10.875,12.700,ROP_MAX_SAFETY_STOCK,"Stock on hand 0 is below the current reorder point 4.839. At the CRITICAL service level of 98% and a 127-day lead time, the reorder point should be 9.6.",APPROVED,2026-06-02
