approval_id,recommendation_id,approver_role,approver_user,decision,decision_date,comment
APR-001033,REC-001462,Commercial Head,VZIINV02,APPROVED,2026-07-23,Approved; to be applied in SAP by VZI.
APR-001034,REC-001463,Commercial Head,VZIINV01,APPROVED,2026-07-11,Approved; to be applied in SAP by VZI.
APR-001035,REC-001465,Commercial Head,VZIINV02,APPROVED,2026-06-09,Approved; to be applied in SAP by VZI.
APR-001036,REC-001466,Commercial Head,VZIINV01,REJECTED,2026-08-30,Consumption not considered representative.
APR-001037,REC-001467,Inventory Controller,VZIINV02,HELD,2026-07-16,Held pending further consumption evidence.
APR-001038,REC-001468,Inventory Controller,VZIINV01,HELD,2026-07-25,Held pending further consumption evidence.
APR-001039,REC-001471,Plant Head,VZIINV02,REJECTED,2026-08-05,Consumption not considered representative.
APR-001040,REC-001472,Engineering Head,VZIINV02,HELD,2026-08-04,Held pending further consumption evidence.
APR-001041,REC-001473,Inventory Controller,VZIINV01,REJECTED,2026-05-27,Consumption not considered representative.
APR-001042,REC-001474,Inventory Controller,VZIINV01,APPROVED,2026-08-11,Approved; to be applied in SAP by VZI.
APR-001043,REC-001478,Plant Head,VZIINV02,HELD,2026-07-08,Held pending further consumption evidence.
APR-001044,REC-001479,Engineering Head,VZIINV02,APPROVED,2026-07-26,Approved; to be applied in SAP by VZI.
APR-001045,REC-001480,Engineering Head,VZIINV01,REJECTED,2026-09-05,Consumption not considered representative.
APR-001046,REC-001481,Engineering Head,VZIINV02,REJECTED,2026-06-24,Consumption not considered representative.
APR-001047,REC-001482,Inventory Controller,VZIINV01,APPROVED,2026-06-06,Approved; to be applied in SAP by VZI.
APR-001048,REC-001483,Engineering Head,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-001049,REC-001485,Engineering Head,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-001050,REC-001486,Engineering Head,VZIINV01,REJECTED,2026-08-22,Consumption not considered representative.
APR-001051,REC-001487,Inventory Controller,VZIINV02,REJECTED,2026-09-07,Consumption not considered representative.
APR-001052,REC-001488,Inventory Controller,VZIINV02,APPROVED,2026-06-13,Approved; to be applied in SAP by VZI.
APR-001053,REC-001489,Engineering Head,VZIINV01,HELD,2026-08-24,Held pending further consumption evidence.
APR-001054,REC-001490,Inventory Controller,VZIINV02,APPROVED,2026-06-27,Approved; to be applied in SAP by VZI.
APR-001055,REC-001491,Plant Head,VZIINV01,APPROVED,2026-08-29,Approved; to be applied in SAP by VZI.
APR-001056,REC-001492,Plant Head,VZIINV02,REJECTED,2026-08-06,Consumption not considered representative.
APR-001057,REC-001493,Inventory Controller,VZIINV02,REJECTED,2026-08-31,Consumption not considered representative.
APR-001058,REC-001494,Engineering Head,VZIINV01,HELD,2026-08-14,Held pending further consumption evidence.
APR-001059,REC-001496,Plant Head,VZIINV02,APPROVED,2026-08-27,Approved; to be applied in SAP by VZI.
APR-001060,REC-001497,Plant Head,VZIINV02,APPROVED,2026-07-06,Approved; to be applied in SAP by VZI.
APR-001061,REC-001498,Engineering Head,VZIINV02,REJECTED,2026-08-08,Consumption not considered representative.
APR-001062,REC-001499,Plant Head,VZIINV01,REJECTED,2026-08-18,Consumption not considered representative.
APR-001063,REC-001501,Plant Head,VZIINV01,REJECTED,2026-06-12,Consumption not considered representative.
APR-001064,REC-001502,Engineering Head,VZIINV01,APPROVED,2026-06-14,Approved; to be applied in SAP by VZI.
APR-001065,REC-001503,Plant Head,VZIINV02,REJECTED,2026-06-29,Consumption not considered representative.
APR-001066,REC-001504,Plant Head,VZIINV01,APPROVED,2026-06-29,Approved; to be applied in SAP by VZI.
APR-001067,REC-001505,Engineering Head,VZIINV01,APPROVED,2026-07-04,Approved; to be applied in SAP by VZI.
APR-001068,REC-001506,Engineering Head,VZIINV01,HELD,2026-06-27,Held pending further consumption evidence.
APR-001069,REC-001510,Engineering Head,VZIINV02,REJECTED,2026-08-18,Consumption not considered representative.
APR-001070,REC-001513,Commercial Head,VZIINV01,REJECTED,2026-08-31,Consumption not considered representative.
APR-001071,REC-001515,Plant Head,VZIINV02,APPROVED,2026-05-31,Approved; to be applied in SAP by VZI.
APR-001072,REC-001516,Commercial Head,VZIINV01,APPROVED,2026-06-27,Approved; to be applied in SAP by VZI.
APR-001073,REC-001517,Plant Head,VZIINV02,REJECTED,2026-05-21,Consumption not considered representative.
APR-001074,REC-001519,Engineering Head,VZIINV02,APPROVED,2026-06-01,Approved; to be applied in SAP by VZI.
APR-001075,REC-001520,Inventory Controller,VZIINV02,APPROVED,2026-05-21,Approved; to be applied in SAP by VZI.
APR-001076,REC-001521,Plant Head,VZIINV02,APPROVED,2026-07-08,Approved; to be applied in SAP by VZI.
APR-001077,REC-001522,Plant Head,VZIINV01,HELD,2026-06-01,Held pending further consumption evidence.
APR-001078,REC-001523,Commercial Head,VZIINV01,HELD,2026-08-26,Held pending further consumption evidence.
APR-001079,REC-001526,Inventory Controller,VZIINV02,APPROVED,2026-05-21,Approved; to be applied in SAP by VZI.
APR-001080,REC-001527,Plant Head,VZIINV02,REJECTED,2026-08-30,Consumption not considered representative.
APR-001081,REC-001528,Plant Head,VZIINV02,APPROVED,2026-08-12,Approved; to be applied in SAP by VZI.
APR-001082,REC-001529,Commercial Head,VZIINV02,HELD,2026-07-29,Held pending further consumption evidence.
APR-001083,REC-001531,Inventory Controller,VZIINV02,REJECTED,2026-05-15,Consumption not considered representative.
APR-001084,REC-001532,Plant Head,VZIINV02,HELD,2026-08-28,Held pending further consumption evidence.
APR-001085,REC-001533,Commercial Head,VZIINV01,APPROVED,2026-07-30,Approved; to be applied in SAP by VZI.
APR-001086,REC-001535,Inventory Controller,VZIINV02,APPROVED,2026-08-21,Approved; to be applied in SAP by VZI.
APR-001087,REC-001536,Inventory Controller,VZIINV01,APPROVED,2026-06-25,Approved; to be applied in SAP by VZI.
APR-001088,REC-001538,Inventory Controller,VZIINV02,APPROVED,2026-08-01,Approved; to be applied in SAP by VZI.
APR-001089,REC-001539,Commercial Head,VZIINV01,REJECTED,2026-06-08,Consumption not considered representative.
APR-001090,REC-001540,Plant Head,VZIINV01,APPROVED,2026-07-02,Approved; to be applied in SAP by VZI.
APR-001091,REC-001541,Plant Head,VZIINV02,REJECTED,2026-06-01,Consumption not considered representative.
APR-001092,REC-001542,Inventory Controller,VZIINV02,APPROVED,2026-06-07,Approved; to be applied in SAP by VZI.
APR-001093,REC-001543,Inventory Controller,VZIINV01,APPROVED,2026-07-24,Approved; to be applied in SAP by VZI.
APR-001094,REC-001544,Commercial Head,VZIINV02,REJECTED,2026-06-29,Consumption not considered representative.
APR-001095,REC-001547,Commercial Head,VZIINV01,APPROVED,2026-06-15,Approved; to be applied in SAP by VZI.
APR-001096,REC-001550,Inventory Controller,VZIINV02,REJECTED,2026-09-07,Consumption not considered representative.
APR-001097,REC-001551,Inventory Controller,VZIINV02,APPROVED,2026-07-16,Approved; to be applied in SAP by VZI.
APR-001098,REC-001552,Engineering Head,VZIINV02,APPROVED,2026-09-03,Approved; to be applied in SAP by VZI.
APR-001099,REC-001553,Inventory Controller,VZIINV02,REJECTED,2026-05-24,Consumption not considered representative.
APR-001100,REC-001554,Engineering Head,VZIINV01,HELD,2026-08-23,Held pending further consumption evidence.
APR-001101,REC-001555,Inventory Controller,VZIINV02,APPROVED,2026-07-13,Approved; to be applied in SAP by VZI.
APR-001102,REC-001556,Commercial Head,VZIINV01,APPROVED,2026-05-14,Approved; to be applied in SAP by VZI.
APR-001103,REC-001557,Inventory Controller,VZIINV01,APPROVED,2026-08-01,Approved; to be applied in SAP by VZI.
APR-001104,REC-001558,Commercial Head,VZIINV02,APPROVED,2026-06-18,Approved; to be applied in SAP by VZI.
APR-001105,REC-001559,Plant Head,VZIINV01,APPROVED,2026-08-19,Approved; to be applied in SAP by VZI.
APR-001106,REC-001560,Plant Head,VZIINV02,APPROVED,2026-06-18,Approved; to be applied in SAP by VZI.
APR-001107,REC-001562,Inventory Controller,VZIINV02,REJECTED,2026-08-25,Consumption not considered representative.
APR-001108,REC-001563,Commercial Head,VZIINV01,APPROVED,2026-07-24,Approved; to be applied in SAP by VZI.
APR-001109,REC-001564,Plant Head,VZIINV01,APPROVED,2026-07-14,Approved; to be applied in SAP by VZI.
APR-001110,REC-001565,Inventory Controller,VZIINV01,HELD,2026-08-26,Held pending further consumption evidence.
APR-001111,REC-001566,Plant Head,VZIINV01,REJECTED,2026-09-07,Consumption not considered representative.
APR-001112,REC-001567,Plant Head,VZIINV02,REJECTED,2026-06-10,Consumption not considered representative.
APR-001113,REC-001568,Inventory Controller,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-001114,REC-001569,Inventory Controller,VZIINV02,APPROVED,2026-07-17,Approved; to be applied in SAP by VZI.
APR-001115,REC-001571,Commercial Head,VZIINV02,APPROVED,2026-08-06,Approved; to be applied in SAP by VZI.
APR-001116,REC-001572,Plant Head,VZIINV02,REJECTED,2026-06-11,Consumption not considered representative.
APR-001117,REC-001573,Plant Head,VZIINV01,APPROVED,2026-06-13,Approved; to be applied in SAP by VZI.
APR-001118,REC-001576,Plant Head,VZIINV02,APPROVED,2026-05-31,Approved; to be applied in SAP by VZI.
APR-001119,REC-001577,Engineering Head,VZIINV02,REJECTED,2026-06-09,Consumption not considered representative.
APR-001120,REC-001578,Commercial Head,VZIINV01,APPROVED,2026-07-22,Approved; to be applied in SAP by VZI.
APR-001121,REC-001579,Inventory Controller,VZIINV01,APPROVED,2026-09-03,Approved; to be applied in SAP by VZI.
APR-001122,REC-001580,Engineering Head,VZIINV01,APPROVED,2026-08-13,Approved; to be applied in SAP by VZI.
APR-001123,REC-001581,Engineering Head,VZIINV01,HELD,2026-07-09,Held pending further consumption evidence.
APR-001124,REC-001585,Commercial Head,VZIINV02,HELD,2026-07-07,Held pending further consumption evidence.
APR-001125,REC-001586,Inventory Controller,VZIINV01,APPROVED,2026-07-01,Approved; to be applied in SAP by VZI.
APR-001126,REC-001589,Plant Head,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-001127,REC-001590,Plant Head,VZIINV01,APPROVED,2026-07-20,Approved; to be applied in SAP by VZI.
APR-001128,REC-001591,Inventory Controller,VZIINV01,REJECTED,2026-09-06,Consumption not considered representative.
APR-001129,REC-001593,Inventory Controller,VZIINV01,APPROVED,2026-08-26,Approved; to be applied in SAP by VZI.
APR-001130,REC-001594,Inventory Controller,VZIINV01,APPROVED,2026-07-17,Approved; to be applied in SAP by VZI.
APR-001131,REC-001595,Plant Head,VZIINV01,REJECTED,2026-08-13,Consumption not considered representative.
APR-001132,REC-001596,Inventory Controller,VZIINV02,APPROVED,2026-07-13,Approved; to be applied in SAP by VZI.
APR-001133,REC-001600,Engineering Head,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-001134,REC-001601,Engineering Head,VZIINV02,REJECTED,2026-07-06,Consumption not considered representative.
APR-001135,REC-001602,Engineering Head,VZIINV02,APPROVED,2026-08-15,Approved; to be applied in SAP by VZI.
APR-001136,REC-001603,Commercial Head,VZIINV02,REJECTED,2026-07-18,Consumption not considered representative.
APR-001137,REC-001604,Plant Head,VZIINV02,APPROVED,2026-06-02,Approved; to be applied in SAP by VZI.
APR-001138,REC-001605,Plant Head,VZIINV01,APPROVED,2026-05-31,Approved; to be applied in SAP by VZI.
APR-001139,REC-001607,Commercial Head,VZIINV01,REJECTED,2026-09-06,Consumption not considered representative.
APR-001140,REC-001608,Engineering Head,VZIINV02,APPROVED,2026-07-10,Approved; to be applied in SAP by VZI.
APR-001141,REC-001609,Plant Head,VZIINV01,APPROVED,2026-08-19,Approved; to be applied in SAP by VZI.
APR-001142,REC-001610,Commercial Head,VZIINV01,APPROVED,2026-07-20,Approved; to be applied in SAP by VZI.
APR-001143,REC-001614,Engineering Head,VZIINV01,APPROVED,2026-08-26,Approved; to be applied in SAP by VZI.
APR-001144,REC-001615,Plant Head,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-001145,REC-001617,Engineering Head,VZIINV02,REJECTED,2026-07-11,Consumption not considered representative.
APR-001146,REC-001620,Plant Head,VZIINV01,APPROVED,2026-07-22,Approved; to be applied in SAP by VZI.
APR-001147,REC-001621,Inventory Controller,VZIINV01,APPROVED,2026-06-12,Approved; to be applied in SAP by VZI.
APR-001148,REC-001622,Inventory Controller,VZIINV02,APPROVED,2026-06-06,Approved; to be applied in SAP by VZI.
APR-001149,REC-001623,Commercial Head,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-001150,REC-001624,Commercial Head,VZIINV02,REJECTED,2026-06-14,Consumption not considered representative.
APR-001151,REC-001625,Inventory Controller,VZIINV02,APPROVED,2026-06-20,Approved; to be applied in SAP by VZI.
APR-001152,REC-001626,Plant Head,VZIINV01,REJECTED,2026-05-29,Consumption not considered representative.
APR-001153,REC-001627,Plant Head,VZIINV02,REJECTED,2026-08-31,Consumption not considered representative.
APR-001154,REC-001629,Commercial Head,VZIINV01,REJECTED,2026-06-13,Consumption not considered representative.
APR-001155,REC-001630,Plant Head,VZIINV02,APPROVED,2026-08-20,Approved; to be applied in SAP by VZI.
APR-001156,REC-001631,Plant Head,VZIINV02,REJECTED,2026-09-07,Consumption not considered representative.
APR-001157,REC-001632,Engineering Head,VZIINV01,HELD,2026-07-29,Held pending further consumption evidence.
APR-001158,REC-001633,Engineering Head,VZIINV02,APPROVED,2026-08-29,Approved; to be applied in SAP by VZI.
APR-001159,REC-001634,Commercial Head,VZIINV01,REJECTED,2026-08-29,Consumption not considered representative.
APR-001160,REC-001637,Engineering Head,VZIINV02,APPROVED,2026-07-21,Approved; to be applied in SAP by VZI.
APR-001161,REC-001638,Engineering Head,VZIINV01,APPROVED,2026-09-05,Approved; to be applied in SAP by VZI.
APR-001162,REC-001639,Engineering Head,VZIINV01,HELD,2026-09-02,Held pending further consumption evidence.
APR-001163,REC-001642,Plant Head,VZIINV02,HELD,2026-06-09,Held pending further consumption evidence.
APR-001164,REC-001643,Plant Head,VZIINV02,APPROVED,2026-06-04,Approved; to be applied in SAP by VZI.
APR-001165,REC-001646,Plant Head,VZIINV02,APPROVED,2026-08-10,Approved; to be applied in SAP by VZI.
APR-001166,REC-001647,Plant Head,VZIINV02,REJECTED,2026-07-26,Consumption not considered representative.
APR-001167,REC-001648,Commercial Head,VZIINV02,HELD,2026-07-03,Held pending further consumption evidence.
APR-001168,REC-001649,Plant Head,VZIINV01,REJECTED,2026-07-29,Consumption not considered representative.
APR-001169,REC-001650,Plant Head,VZIINV02,REJECTED,2026-08-17,Consumption not considered representative.
APR-001170,REC-001651,Plant Head,VZIINV01,APPROVED,2026-05-25,Approved; to be applied in SAP by VZI.
APR-001171,REC-001652,Plant Head,VZIINV02,APPROVED,2026-06-13,Approved; to be applied in SAP by VZI.
APR-001172,REC-001653,Commercial Head,VZIINV02,APPROVED,2026-06-22,Approved; to be applied in SAP by VZI.
APR-001173,REC-001654,Commercial Head,VZIINV02,APPROVED,2026-08-05,Approved; to be applied in SAP by VZI.
APR-001174,REC-001655,Plant Head,VZIINV02,APPROVED,2026-06-30,Approved; to be applied in SAP by VZI.
APR-001175,REC-001656,Plant Head,VZIINV01,APPROVED,2026-06-16,Approved; to be applied in SAP by VZI.
APR-001176,REC-001657,Inventory Controller,VZIINV01,APPROVED,2026-08-30,Approved; to be applied in SAP by VZI.
APR-001177,REC-001658,Inventory Controller,VZIINV01,REJECTED,2026-06-17,Consumption not considered representative.
APR-001178,REC-001659,Plant Head,VZIINV01,REJECTED,2026-08-26,Consumption not considered representative.
APR-001179,REC-001660,Inventory Controller,VZIINV01,APPROVED,2026-06-16,Approved; to be applied in SAP by VZI.
APR-001180,REC-001661,Inventory Controller,VZIINV02,REJECTED,2026-08-17,Consumption not considered representative.
APR-001181,REC-001662,Plant Head,VZIINV02,APPROVED,2026-07-15,Approved; to be applied in SAP by VZI.
APR-001182,REC-001663,Commercial Head,VZIINV01,APPROVED,2026-07-06,Approved; to be applied in SAP by VZI.
APR-001183,REC-001665,Commercial Head,VZIINV01,APPROVED,2026-05-22,Approved; to be applied in SAP by VZI.
APR-001184,REC-001668,Commercial Head,VZIINV01,APPROVED,2026-08-19,Approved; to be applied in SAP by VZI.
APR-001185,REC-001669,Inventory Controller,VZIINV01,APPROVED,2026-08-14,Approved; to be applied in SAP by VZI.
APR-001186,REC-001670,Inventory Controller,VZIINV02,APPROVED,2026-06-28,Approved; to be applied in SAP by VZI.
APR-001187,REC-001671,Commercial Head,VZIINV02,APPROVED,2026-06-03,Approved; to be applied in SAP by VZI.
APR-001188,REC-001674,Inventory Controller,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-001189,REC-001675,Commercial Head,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-001190,REC-001676,Engineering Head,VZIINV02,HELD,2026-07-23,Held pending further consumption evidence.
APR-001191,REC-001678,Commercial Head,VZIINV01,APPROVED,2026-07-02,Approved; to be applied in SAP by VZI.
APR-001192,REC-001679,Commercial Head,VZIINV01,APPROVED,2026-08-22,Approved; to be applied in SAP by VZI.
APR-001193,REC-001680,Commercial Head,VZIINV01,APPROVED,2026-06-12,Approved; to be applied in SAP by VZI.
APR-001194,REC-001682,Plant Head,VZIINV02,APPROVED,2026-09-06,Approved; to be applied in SAP by VZI.
APR-001195,REC-001684,Engineering Head,VZIINV01,HELD,2026-08-18,Held pending further consumption evidence.
APR-001196,REC-001686,Plant Head,VZIINV02,REJECTED,2026-09-07,Consumption not considered representative.
APR-001197,REC-001687,Plant Head,VZIINV01,APPROVED,2026-05-22,Approved; to be applied in SAP by VZI.
APR-001198,REC-001688,Plant Head,VZIINV01,APPROVED,2026-05-19,Approved; to be applied in SAP by VZI.
APR-001199,REC-001689,Inventory Controller,VZIINV02,APPROVED,2026-07-07,Approved; to be applied in SAP by VZI.
APR-001200,REC-001690,Plant Head,VZIINV02,APPROVED,2026-08-28,Approved; to be applied in SAP by VZI.
APR-001201,REC-001691,Plant Head,VZIINV01,REJECTED,2026-08-10,Consumption not considered representative.
APR-001202,REC-001692,Plant Head,VZIINV02,APPROVED,2026-05-27,Approved; to be applied in SAP by VZI.
APR-001203,REC-001693,Inventory Controller,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-001204,REC-001697,Plant Head,VZIINV02,APPROVED,2026-07-13,Approved; to be applied in SAP by VZI.
APR-001205,REC-001698,Engineering Head,VZIINV01,APPROVED,2026-06-06,Approved; to be applied in SAP by VZI.
APR-001206,REC-001700,Inventory Controller,VZIINV02,REJECTED,2026-08-30,Consumption not considered representative.
APR-001207,REC-001701,Inventory Controller,VZIINV01,REJECTED,2026-08-09,Consumption not considered representative.
APR-001208,REC-001702,Inventory Controller,VZIINV01,APPROVED,2026-06-23,Approved; to be applied in SAP by VZI.
APR-001209,REC-001703,Inventory Controller,VZIINV02,HELD,2026-05-28,Held pending further consumption evidence.
APR-001210,REC-001704,Commercial Head,VZIINV01,APPROVED,2026-08-21,Approved; to be applied in SAP by VZI.
APR-001211,REC-001705,Plant Head,VZIINV02,REJECTED,2026-06-25,Consumption not considered representative.
APR-001212,REC-001706,Inventory Controller,VZIINV02,APPROVED,2026-08-28,Approved; to be applied in SAP by VZI.
APR-001213,REC-001708,Inventory Controller,VZIINV02,APPROVED,2026-06-10,Approved; to be applied in SAP by VZI.
APR-001214,REC-001709,Inventory Controller,VZIINV01,REJECTED,2026-08-23,Consumption not considered representative.
APR-001215,REC-001710,Engineering Head,VZIINV01,APPROVED,2026-05-25,Approved; to be applied in SAP by VZI.
APR-001216,REC-001711,Plant Head,VZIINV02,REJECTED,2026-07-14,Consumption not considered representative.
APR-001217,REC-001712,Plant Head,VZIINV02,REJECTED,2026-09-01,Consumption not considered representative.
APR-001218,REC-001713,Engineering Head,VZIINV01,APPROVED,2026-07-27,Approved; to be applied in SAP by VZI.
APR-001219,REC-001715,Commercial Head,VZIINV01,APPROVED,2026-08-03,Approved; to be applied in SAP by VZI.
APR-001220,REC-001716,Commercial Head,VZIINV01,REJECTED,2026-06-29,Consumption not considered representative.
APR-001221,REC-001718,Commercial Head,VZIINV02,REJECTED,2026-07-01,Consumption not considered representative.
APR-001222,REC-001719,Engineering Head,VZIINV02,REJECTED,2026-09-07,Consumption not considered representative.
APR-001223,REC-001720,Inventory Controller,VZIINV02,APPROVED,2026-08-05,Approved; to be applied in SAP by VZI.
APR-001224,REC-001721,Inventory Controller,VZIINV01,APPROVED,2026-07-05,Approved; to be applied in SAP by VZI.
APR-001225,REC-001725,Plant Head,VZIINV02,APPROVED,2026-08-06,Approved; to be applied in SAP by VZI.
APR-001226,REC-001728,Inventory Controller,VZIINV01,REJECTED,2026-09-07,Consumption not considered representative.
APR-001227,REC-001729,Inventory Controller,VZIINV02,APPROVED,2026-07-30,Approved; to be applied in SAP by VZI.
APR-001228,REC-001730,Inventory Controller,VZIINV02,APPROVED,2026-06-28,Approved; to be applied in SAP by VZI.
APR-001229,REC-001731,Engineering Head,VZIINV02,HELD,2026-06-24,Held pending further consumption evidence.
APR-001230,REC-001733,Plant Head,VZIINV01,HELD,2026-06-17,Held pending further consumption evidence.
APR-001231,REC-001734,Plant Head,VZIINV01,HELD,2026-09-07,Held pending further consumption evidence.
APR-001232,REC-001735,Engineering Head,VZIINV02,REJECTED,2026-05-27,Consumption not considered representative.
APR-001233,REC-001737,Engineering Head,VZIINV01,REJECTED,2026-07-12,Consumption not considered representative.
APR-001234,REC-001739,Engineering Head,VZIINV01,APPROVED,2026-08-03,Approved; to be applied in SAP by VZI.
APR-001235,REC-001740,Commercial Head,VZIINV01,APPROVED,2026-08-19,Approved; to be applied in SAP by VZI.
APR-001236,REC-001743,Engineering Head,VZIINV02,APPROVED,2026-06-23,Approved; to be applied in SAP by VZI.
APR-001237,REC-001744,Engineering Head,VZIINV01,APPROVED,2026-08-21,Approved; to be applied in SAP by VZI.
APR-001238,REC-001745,Plant Head,VZIINV01,APPROVED,2026-05-26,Approved; to be applied in SAP by VZI.
APR-001239,REC-001746,Inventory Controller,VZIINV01,APPROVED,2026-08-12,Approved; to be applied in SAP by VZI.
APR-001240,REC-001748,Inventory Controller,VZIINV02,REJECTED,2026-08-10,Consumption not considered representative.
APR-001241,REC-001750,Inventory Controller,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-001242,REC-001751,Inventory Controller,VZIINV02,APPROVED,2026-06-22,Approved; to be applied in SAP by VZI.
APR-001243,REC-001752,Inventory Controller,VZIINV02,HELD,2026-08-06,Held pending further consumption evidence.
APR-001244,REC-001753,Engineering Head,VZIINV02,REJECTED,2026-07-07,Consumption not considered representative.
APR-001245,REC-001754,Inventory Controller,VZIINV02,REJECTED,2026-06-02,Consumption not considered representative.
APR-001246,REC-001755,Inventory Controller,VZIINV01,REJECTED,2026-09-01,Consumption not considered representative.
APR-001247,REC-001758,Plant Head,VZIINV02,APPROVED,2026-07-22,Approved; to be applied in SAP by VZI.
APR-001248,REC-001760,Inventory Controller,VZIINV01,REJECTED,2026-06-20,Consumption not considered representative.
APR-001249,REC-001761,Commercial Head,VZIINV01,APPROVED,2026-08-23,Approved; to be applied in SAP by VZI.
APR-001250,REC-001762,Inventory Controller,VZIINV02,APPROVED,2026-06-14,Approved; to be applied in SAP by VZI.
APR-001251,REC-001764,Plant Head,VZIINV01,APPROVED,2026-07-14,Approved; to be applied in SAP by VZI.
APR-001252,REC-001765,Plant Head,VZIINV01,HELD,2026-06-20,Held pending further consumption evidence.
APR-001253,REC-001767,Engineering Head,VZIINV01,REJECTED,2026-08-03,Consumption not considered representative.
APR-001254,REC-001768,Inventory Controller,VZIINV01,APPROVED,2026-07-20,Approved; to be applied in SAP by VZI.
APR-001255,REC-001769,Engineering Head,VZIINV01,REJECTED,2026-09-05,Consumption not considered representative.
APR-001256,REC-001773,Plant Head,VZIINV01,HELD,2026-08-27,Held pending further consumption evidence.
APR-001257,REC-001774,Plant Head,VZIINV01,REJECTED,2026-07-05,Consumption not considered representative.
APR-001258,REC-001775,Plant Head,VZIINV02,HELD,2026-08-24,Held pending further consumption evidence.
APR-001259,REC-001776,Commercial Head,VZIINV02,REJECTED,2026-07-12,Consumption not considered representative.
APR-001260,REC-001778,Inventory Controller,VZIINV01,REJECTED,2026-07-24,Consumption not considered representative.
APR-001261,REC-001781,Plant Head,VZIINV02,APPROVED,2026-06-04,Approved; to be applied in SAP by VZI.
APR-001262,REC-001782,Plant Head,VZIINV02,HELD,2026-08-24,Held pending further consumption evidence.
APR-001263,REC-001783,Plant Head,VZIINV02,APPROVED,2026-07-04,Approved; to be applied in SAP by VZI.
APR-001264,REC-001784,Inventory Controller,VZIINV02,HELD,2026-06-13,Held pending further consumption evidence.
APR-001265,REC-001785,Inventory Controller,VZIINV02,APPROVED,2026-08-09,Approved; to be applied in SAP by VZI.
APR-001266,REC-001786,Inventory Controller,VZIINV02,APPROVED,2026-08-22,Approved; to be applied in SAP by VZI.
APR-001267,REC-001787,Plant Head,VZIINV02,REJECTED,2026-06-08,Consumption not considered representative.
APR-001268,REC-001788,Engineering Head,VZIINV02,APPROVED,2026-08-09,Approved; to be applied in SAP by VZI.
APR-001269,REC-001789,Plant Head,VZIINV02,APPROVED,2026-07-16,Approved; to be applied in SAP by VZI.
APR-001270,REC-001790,Plant Head,VZIINV02,REJECTED,2026-09-04,Consumption not considered representative.
APR-001271,REC-001791,Engineering Head,VZIINV02,REJECTED,2026-07-26,Consumption not considered representative.
APR-001272,REC-001793,Engineering Head,VZIINV02,APPROVED,2026-08-26,Approved; to be applied in SAP by VZI.
APR-001273,REC-001794,Plant Head,VZIINV02,HELD,2026-07-16,Held pending further consumption evidence.
APR-001274,REC-001795,Plant Head,VZIINV02,APPROVED,2026-05-30,Approved; to be applied in SAP by VZI.
APR-001275,REC-001796,Inventory Controller,VZIINV01,APPROVED,2026-08-19,Approved; to be applied in SAP by VZI.
APR-001276,REC-001799,Plant Head,VZIINV01,REJECTED,2026-07-03,Consumption not considered representative.
APR-001277,REC-001800,Engineering Head,VZIINV01,APPROVED,2026-06-25,Approved; to be applied in SAP by VZI.
APR-001278,REC-001801,Plant Head,VZIINV01,APPROVED,2026-05-30,Approved; to be applied in SAP by VZI.
APR-001279,REC-001802,Commercial Head,VZIINV02,APPROVED,2026-07-01,Approved; to be applied in SAP by VZI.
APR-001280,REC-001803,Engineering Head,VZIINV01,HELD,2026-06-13,Held pending further consumption evidence.
APR-001281,REC-001804,Plant Head,VZIINV02,HELD,2026-06-11,Held pending further consumption evidence.
APR-001282,REC-001806,Plant Head,VZIINV02,HELD,2026-09-06,Held pending further consumption evidence.
APR-001283,REC-001807,Inventory Controller,VZIINV02,APPROVED,2026-06-17,Approved; to be applied in SAP by VZI.
APR-001284,REC-001809,Commercial Head,VZIINV01,APPROVED,2026-07-05,Approved; to be applied in SAP by VZI.
APR-001285,REC-001810,Engineering Head,VZIINV02,REJECTED,2026-08-21,Consumption not considered representative.
APR-001286,REC-001811,Commercial Head,VZIINV01,APPROVED,2026-06-21,Approved; to be applied in SAP by VZI.
APR-001287,REC-001812,Inventory Controller,VZIINV01,APPROVED,2026-05-25,Approved; to be applied in SAP by VZI.
APR-001288,REC-001815,Inventory Controller,VZIINV02,APPROVED,2026-09-05,Approved; to be applied in SAP by VZI.
APR-001289,REC-001819,Inventory Controller,VZIINV01,REJECTED,2026-06-10,Consumption not considered representative.
APR-001290,REC-001821,Inventory Controller,VZIINV01,APPROVED,2026-08-19,Approved; to be applied in SAP by VZI.
